from_date,title,count
1999-03-26,Engineer,21
1999-03-26,Senior Engineer,15
1999-03-26,Senior Staff,16
1999-03-26,Staff,20
1999-03-26,Technique Leader,8
1999-03-27,Assistant Engineer,3
1999-03-27,Engineer,22
1999-03-27,Senior Engineer,15
1999-03-27,Senior Staff,22
1999-03-27,Staff,19
1999-03-27,Technique Leader,1
1999-03-28,Engineer,17
1999-03-28,Senior Engineer,27
1999-03-28,Senior Staff,30
1999-03-28,Staff,22
1999-03-28,Technique Leader,3
1999-03-29,Assistant Engineer,1
1999-03-29,Engineer,20
1999-03-29,Senior Engineer,15
1999-03-29,Senior Staff,28
1999-03-29,Staff,13
1999-03-29,Technique Leader,3
1999-03-30,Assistant Engineer,3
1999-03-30,Engineer,20
1999-03-30,Senior Engineer,21
1999-03-30,Senior Staff,27
1999-03-30,Staff,25
1999-03-30,Technique Leader,2
1999-03-31,Assistant Engineer,2
1999-03-31,Engineer,21
1999-03-31,Senior Engineer,30
1999-03-31,Senior Staff,17
1999-03-31,Staff,19
1999-03-31,Technique Leader,3
1999-04-01,Assistant Engineer,2
1999-04-01,Engineer,29
1999-04-01,Senior Engineer,33
1999-04-01,Senior Staff,30
1999-04-01,Staff,17
1999-04-01,Technique Leader,1
1999-04-02,Assistant Engineer,4
1999-04-02,Engineer,22
1999-04-02,Senior Engineer,22
1999-04-02,Senior Staff,28
1999-04-02,Staff,16
1999-04-02,Technique Leader,2
1999-04-03,Assistant Engineer,1
1999-04-03,Engineer,18
1999-04-03,Senior Engineer,31
1999-04-03,Senior Staff,28
1999-04-03,Staff,20
1999-04-03,Technique Leader,3
1999-04-04,Assistant Engineer,3
1999-04-04,Engineer,28
1999-04-04,Senior Engineer,5
1999-04-04,Senior Staff,19
1999-04-04,Staff,14
1999-04-04,Technique Leader,2
1999-04-05,Assistant Engineer,1
1999-04-05,Engineer,21
1999-04-05,Senior Engineer,26
1999-04-05,Senior Staff,15
1999-04-05,Staff,9
1999-04-05,Technique Leader,4
1999-04-06,Assistant Engineer,4
1999-04-06,Engineer,30
1999-04-06,Senior Engineer,27
1999-04-06,Senior Staff,24
1999-04-06,Staff,16
1999-04-06,Technique Leader,2
1999-04-07,Assistant Engineer,5
1999-04-07,Engineer,16
1999-04-07,Senior Engineer,27
1999-04-07,Senior Staff,22
1999-04-07,Staff,14
1999-04-07,Technique Leader,3
1999-04-08,Assistant Engineer,4
1999-04-08,Engineer,13
1999-04-08,Senior Engineer,24
1999-04-08,Senior Staff,20
1999-04-08,Staff,18
1999-04-08,Technique Leader,2
1999-04-09,Assistant Engineer,3
1999-04-09,Engineer,21
1999-04-09,Senior Engineer,27
1999-04-09,Senior Staff,16
1999-04-09,Staff,14
1999-04-09,Technique Leader,3
1999-04-10,Assistant Engineer,7
1999-04-10,Engineer,19
1999-04-10,Senior Engineer,14
1999-04-10,Senior Staff,22
1999-04-10,Staff,17
1999-04-10,Technique Leader,3
1999-04-11,Assistant Engineer,2
1999-04-11,Engineer,16
1999-04-11,Senior Engineer,27
1999-04-11,Senior Staff,24
1999-04-11,Staff,22
1999-04-11,Technique Leader,3
1999-04-12,Assistant Engineer,3
1999-04-12,Engineer,19
1999-04-12,Senior Engineer,26
1999-04-12,Senior Staff,23
1999-04-12,Staff,21
1999-04-12,Technique Leader,2
1999-04-13,Assistant Engineer,1
1999-04-13,Engineer,18
1999-04-13,Senior Engineer,23
1999-04-13,Senior Staff,11
1999-04-13,Staff,15
1999-04-13,Technique Leader,1
1999-04-14,Assistant Engineer,4
1999-04-14,Engineer,17
1999-04-14,Senior Engineer,21
1999-04-14,Senior Staff,27
1999-04-14,Staff,21
1999-04-14,Technique Leader,2
1999-04-15,Assistant Engineer,2
1999-04-15,Engineer,12
1999-04-15,Senior Engineer,21
1999-04-15,Senior Staff,26
1999-04-15,Staff,16
1999-04-15,Technique Leader,4
1999-04-16,Assistant Engineer,2
1999-04-16,Engineer,19
1999-04-16,Senior Engineer,24
1999-04-16,Senior Staff,24
1999-04-16,Staff,17
1999-04-16,Technique Leader,2
1999-04-17,Assistant Engineer,4
1999-04-17,Engineer,24
1999-04-17,Senior Engineer,23
1999-04-17,Senior Staff,24
1999-04-17,Staff,11
1999-04-17,Technique Leader,6
1999-04-18,Engineer,20
1999-04-18,Senior Engineer,25
1999-04-18,Senior Staff,23
1999-04-18,Staff,14
1999-04-18,Technique Leader,5
1999-04-19,Assistant Engineer,4
1999-04-19,Engineer,24
1999-04-19,Senior Engineer,24
1999-04-19,Senior Staff,23
1999-04-19,Staff,18
1999-04-19,Technique Leader,3
1999-04-20,Assistant Engineer,1
1999-04-20,Engineer,13
1999-04-20,Senior Engineer,22
1999-04-20,Senior Staff,30
1999-04-20,Staff,21
1999-04-20,Technique Leader,5
1999-04-21,Assistant Engineer,1
1999-04-21,Engineer,15
1999-04-21,Senior Engineer,23
1999-04-21,Senior Staff,34
1999-04-21,Staff,24
1999-04-21,Technique Leader,2
1999-04-22,Assistant Engineer,8
1999-04-22,Engineer,16
1999-04-22,Senior Engineer,33
1999-04-22,Senior Staff,23
1999-04-22,Staff,16
1999-04-22,Technique Leader,1
1999-04-23,Assistant Engineer,2
1999-04-23,Engineer,33
1999-04-23,Senior Engineer,21
1999-04-23,Senior Staff,21
1999-04-23,Staff,20
1999-04-24,Assistant Engineer,2
1999-04-24,Engineer,28
1999-04-24,Senior Engineer,31
1999-04-24,Senior Staff,30
1999-04-24,Staff,22
1999-04-24,Technique Leader,4
1999-04-25,Assistant Engineer,4
1999-04-25,Engineer,21
1999-04-25,Senior Engineer,17
1999-04-25,Senior Staff,13
1999-04-25,Staff,18
1999-04-25,Technique Leader,2
1999-04-26,Assistant Engineer,4
1999-04-26,Engineer,18
1999-04-26,Senior Engineer,31
1999-04-26,Senior Staff,25
1999-04-26,Staff,20
1999-04-26,Technique Leader,4
1999-04-27,Assistant Engineer,2
1999-04-27,Engineer,32
1999-04-27,Senior Engineer,21
1999-04-27,Senior Staff,21
1999-04-27,Staff,17
1999-04-27,Technique Leader,3
1999-04-28,Engineer,23
1999-04-28,Senior Engineer,24
1999-04-28,Senior Staff,17
1999-04-28,Staff,16
1999-04-28,Technique Leader,3
1999-04-29,Assistant Engineer,4
1999-04-29,Engineer,16
1999-04-29,Senior Engineer,26
1999-04-29,Senior Staff,15
1999-04-29,Staff,27
1999-04-29,Technique Leader,1
1999-04-30,Assistant Engineer,1
1999-04-30,Engineer,21
1999-04-30,Senior Engineer,30
1999-04-30,Senior Staff,12
1999-04-30,Staff,22
1999-04-30,Technique Leader,6
1999-05-01,Assistant Engineer,3
1999-05-01,Engineer,23
1999-05-01,Senior Engineer,22
1999-05-01,Senior Staff,28
1999-05-01,Staff,25
1999-05-01,Technique Leader,3
1999-05-02,Assistant Engineer,3
1999-05-02,Engineer,30
1999-05-02,Senior Engineer,28
1999-05-02,Senior Staff,23
1999-05-02,Staff,19
1999-05-02,Technique Leader,4
1999-05-03,Assistant Engineer,3
1999-05-03,Engineer,23
1999-05-03,Senior Engineer,18
1999-05-03,Senior Staff,19
1999-05-03,Staff,23
1999-05-03,Technique Leader,3
1999-05-04,Assistant Engineer,2
1999-05-04,Engineer,22
1999-05-04,Senior Engineer,18
1999-05-04,Senior Staff,22
1999-05-04,Staff,14
1999-05-04,Technique Leader,2
1999-05-05,Assistant Engineer,3
1999-05-05,Engineer,15
1999-05-05,Senior Engineer,24
1999-05-05,Senior Staff,29
1999-05-05,Staff,20
1999-05-05,Technique Leader,2
1999-05-06,Assistant Engineer,3
1999-05-06,Engineer,17
1999-05-06,Senior Engineer,15
1999-05-06,Senior Staff,30
1999-05-06,Staff,20
1999-05-06,Technique Leader,2
1999-05-07,Assistant Engineer,1
1999-05-07,Engineer,18
1999-05-07,Senior Engineer,17
1999-05-07,Senior Staff,18
1999-05-07,Staff,19
1999-05-07,Technique Leader,3
1999-05-08,Assistant Engineer,3
1999-05-08,Engineer,28
1999-05-08,Senior Engineer,26
1999-05-08,Senior Staff,18
1999-05-08,Staff,17
1999-05-08,Technique Leader,4
1999-05-09,Assistant Engineer,2
1999-05-09,Engineer,21
1999-05-09,Senior Engineer,24
1999-05-09,Senior Staff,28
1999-05-09,Staff,26
1999-05-09,Technique Leader,4
1999-05-10,Assistant Engineer,1
1999-05-10,Engineer,18
1999-05-10,Senior Engineer,26
1999-05-10,Senior Staff,21
1999-05-10,Staff,19
1999-05-10,Technique Leader,2
1999-05-11,Assistant Engineer,3
1999-05-11,Engineer,19
1999-05-11,Senior Engineer,20
1999-05-11,Senior Staff,23
1999-05-11,Staff,16
1999-05-11,Technique Leader,2
1999-05-12,Assistant Engineer,3
1999-05-12,Engineer,11
1999-05-12,Senior Engineer,26
1999-05-12,Senior Staff,20
1999-05-12,Staff,11
1999-05-12,Technique Leader,2
1999-05-13,Assistant Engineer,2
1999-05-13,Engineer,18
1999-05-13,Senior Engineer,20
1999-05-13,Senior Staff,25
1999-05-13,Staff,17
1999-05-13,Technique Leader,6
1999-05-14,Assistant Engineer,1
1999-05-14,Engineer,16
1999-05-14,Senior Engineer,32
1999-05-14,Senior Staff,19
1999-05-14,Staff,15
1999-05-14,Technique Leader,1
1999-05-15,Assistant Engineer,3
1999-05-15,Engineer,10
1999-05-15,Senior Engineer,19
1999-05-15,Senior Staff,20
1999-05-15,Staff,20
1999-05-15,Technique Leader,3
1999-05-16,Assistant Engineer,2
1999-05-16,Engineer,23
1999-05-16,Senior Engineer,23
1999-05-16,Senior Staff,27
1999-05-16,Staff,19
1999-05-16,Technique Leader,3
1999-05-17,Assistant Engineer,5
1999-05-17,Engineer,11
1999-05-17,Senior Engineer,20
1999-05-17,Senior Staff,20
1999-05-17,Staff,21
1999-05-17,Technique Leader,1
1999-05-18,Assistant Engineer,3
1999-05-18,Engineer,23
1999-05-18,Senior Engineer,19
1999-05-18,Senior Staff,32
1999-05-18,Staff,19
1999-05-18,Technique Leader,2
1999-05-19,Assistant Engineer,5
1999-05-19,Engineer,24
1999-05-19,Senior Engineer,26
1999-05-19,Senior Staff,24
1999-05-19,Staff,19
1999-05-19,Technique Leader,5
1999-05-20,Engineer,27
1999-05-20,Senior Engineer,30
1999-05-20,Senior Staff,29
1999-05-20,Staff,21
1999-05-21,Assistant Engineer,5
1999-05-21,Engineer,24
1999-05-21,Senior Engineer,25
1999-05-21,Senior Staff,21
1999-05-21,Staff,21
1999-05-21,Technique Leader,2
1999-05-22,Assistant Engineer,2
1999-05-22,Engineer,26
1999-05-22,Senior Engineer,28
1999-05-22,Senior Staff,24
1999-05-22,Staff,24
1999-05-22,Technique Leader,2
1999-05-23,Assistant Engineer,1
1999-05-23,Engineer,16
1999-05-23,Senior Engineer,26
1999-05-23,Senior Staff,17
1999-05-23,Staff,23
1999-05-23,Technique Leader,3
1999-05-24,Assistant Engineer,3
1999-05-24,Engineer,28
1999-05-24,Senior Engineer,29
1999-05-24,Senior Staff,20
1999-05-24,Staff,14
1999-05-24,Technique Leader,2
1999-05-25,Assistant Engineer,2
1999-05-25,Engineer,23
1999-05-25,Senior Engineer,31
1999-05-25,Senior Staff,31
1999-05-25,Staff,13
1999-05-25,Technique Leader,2
1999-05-26,Assistant Engineer,6
1999-05-26,Engineer,28
1999-05-26,Senior Engineer,17
1999-05-26,Senior Staff,25
1999-05-26,Staff,21
1999-05-26,Technique Leader,2
1999-05-27,Assistant Engineer,5
1999-05-27,Engineer,23
1999-05-27,Senior Engineer,21
1999-05-27,Senior Staff,19
1999-05-27,Staff,19
1999-05-27,Technique Leader,3
1999-05-28,Assistant Engineer,2
1999-05-28,Engineer,23
1999-05-28,Senior Engineer,17
1999-05-28,Senior Staff,24
1999-05-28,Staff,18
1999-05-28,Technique Leader,3
1999-05-29,Assistant Engineer,2
1999-05-29,Engineer,24
1999-05-29,Senior Engineer,21
1999-05-29,Senior Staff,23
1999-05-29,Staff,20
1999-05-29,Technique Leader,3
1999-05-30,Assistant Engineer,3
1999-05-30,Engineer,20
1999-05-30,Senior Engineer,20
1999-05-30,Senior Staff,21
1999-05-30,Staff,17
1999-05-30,Technique Leader,2
1999-05-31,Assistant Engineer,4
1999-05-31,Engineer,23
1999-05-31,Senior Engineer,23
1999-05-31,Senior Staff,24
1999-05-31,Staff,21
1999-05-31,Technique Leader,3
1999-06-01,Assistant Engineer,2
1999-06-01,Engineer,29
1999-06-01,Senior Engineer,23
1999-06-01,Senior Staff,15
1999-06-01,Staff,15
1999-06-01,Technique Leader,2
1999-06-02,Assistant Engineer,4
1999-06-02,Engineer,22
1999-06-02,Senior Engineer,12
1999-06-02,Senior Staff,15
1999-06-02,Staff,17
1999-06-02,Technique Leader,1
1999-06-03,Assistant Engineer,4
1999-06-03,Engineer,28
1999-06-03,Senior Engineer,20
1999-06-03,Senior Staff,25
1999-06-03,Staff,20
1999-06-03,Technique Leader,4
1999-06-04,Assistant Engineer,5
1999-06-04,Engineer,19
1999-06-04,Senior Engineer,17
1999-06-04,Senior Staff,22
1999-06-04,Staff,17
1999-06-04,Technique Leader,4
1999-06-05,Assistant Engineer,3
1999-06-05,Engineer,14
1999-06-05,Senior Engineer,20
1999-06-05,Senior Staff,25
1999-06-05,Staff,25
1999-06-05,Technique Leader,6
1999-06-06,Assistant Engineer,3
1999-06-06,Engineer,15
1999-06-06,Senior Engineer,25
1999-06-06,Senior Staff,24
1999-06-06,Staff,24
1999-06-06,Technique Leader,1
1999-06-07,Assistant Engineer,8
1999-06-07,Engineer,16
1999-06-07,Senior Engineer,17
1999-06-07,Senior Staff,21
1999-06-07,Staff,22
1999-06-07,Technique Leader,3
1999-06-08,Assistant Engineer,2
1999-06-08,Engineer,11
1999-06-08,Senior Engineer,23
1999-06-08,Senior Staff,15
1999-06-08,Staff,17
1999-06-08,Technique Leader,1
1999-06-09,Assistant Engineer,1
1999-06-09,Engineer,19
1999-06-09,Senior Engineer,21
1999-06-09,Senior Staff,25
1999-06-09,Staff,12
1999-06-09,Technique Leader,4
1999-06-10,Assistant Engineer,3
1999-06-10,Engineer,28
1999-06-10,Senior Engineer,26
1999-06-10,Senior Staff,22
1999-06-10,Staff,14
1999-06-10,Technique Leader,3
1999-06-11,Engineer,18
1999-06-11,Senior Engineer,27
1999-06-11,Senior Staff,17
1999-06-11,Staff,19
1999-06-11,Technique Leader,5
1999-06-12,Assistant Engineer,1
1999-06-12,Engineer,16
1999-06-12,Senior Engineer,27
1999-06-12,Senior Staff,25
1999-06-12,Staff,18
1999-06-12,Technique Leader,3
1999-06-13,Assistant Engineer,3
1999-06-13,Engineer,19
1999-06-13,Senior Engineer,27
1999-06-13,Senior Staff,30
1999-06-13,Staff,19
1999-06-13,Technique Leader,5
1999-06-14,Assistant Engineer,2
1999-06-14,Engineer,29
1999-06-14,Senior Engineer,9
1999-06-14,Senior Staff,24
1999-06-14,Staff,17
1999-06-14,Technique Leader,4
1999-06-15,Assistant Engineer,3
1999-06-15,Engineer,25
1999-06-15,Senior Engineer,19
1999-06-15,Senior Staff,21
1999-06-15,Staff,18
1999-06-15,Technique Leader,3
1999-06-16,Assistant Engineer,2
1999-06-16,Engineer,20
1999-06-16,Senior Engineer,26
1999-06-16,Senior Staff,17
1999-06-16,Staff,10
1999-06-17,Engineer,20
1999-06-17,Senior Engineer,27
1999-06-17,Senior Staff,25
1999-06-17,Staff,16
1999-06-17,Technique Leader,2
1999-06-18,Assistant Engineer,1
1999-06-18,Engineer,17
1999-06-18,Senior Engineer,20
1999-06-18,Senior Staff,21
1999-06-18,Staff,25
1999-06-18,Technique Leader,4
1999-06-19,Assistant Engineer,6
1999-06-19,Engineer,20
1999-06-19,Senior Engineer,30
1999-06-19,Senior Staff,15
1999-06-19,Staff,21
1999-06-20,Assistant Engineer,2
1999-06-20,Engineer,12
1999-06-20,Senior Engineer,22
1999-06-20,Senior Staff,26
1999-06-20,Staff,34
1999-06-20,Technique Leader,3
1999-06-21,Assistant Engineer,4
1999-06-21,Engineer,28
1999-06-21,Senior Engineer,22
1999-06-21,Senior Staff,28
1999-06-21,Staff,22
1999-06-21,Technique Leader,2
1999-06-22,Assistant Engineer,3
1999-06-22,Engineer,18
1999-06-22,Senior Engineer,22
1999-06-22,Senior Staff,25
1999-06-22,Staff,19
1999-06-23,Assistant Engineer,6
1999-06-23,Engineer,21
1999-06-23,Senior Engineer,31
1999-06-23,Senior Staff,25
1999-06-23,Staff,18
1999-06-23,Technique Leader,8
1999-06-24,Assistant Engineer,3
1999-06-24,Engineer,19
1999-06-24,Senior Engineer,17
1999-06-24,Senior Staff,33
1999-06-24,Staff,17
1999-06-24,Technique Leader,2
1999-06-25,Assistant Engineer,1
1999-06-25,Engineer,20
1999-06-25,Senior Engineer,28
1999-06-25,Senior Staff,17
1999-06-25,Staff,25
1999-06-25,Technique Leader,2
1999-06-26,Assistant Engineer,4
1999-06-26,Engineer,23
1999-06-26,Senior Engineer,29
1999-06-26,Senior Staff,30
1999-06-26,Staff,20
1999-06-26,Technique Leader,2
1999-06-27,Assistant Engineer,5
1999-06-27,Engineer,30
1999-06-27,Senior Engineer,27
1999-06-27,Senior Staff,22
1999-06-27,Staff,25
1999-06-27,Technique Leader,3
1999-06-28,Assistant Engineer,1
1999-06-28,Engineer,9
1999-06-28,Senior Engineer,31
1999-06-28,Senior Staff,19
1999-06-28,Staff,20
1999-06-28,Technique Leader,1
1999-06-29,Assistant Engineer,2
1999-06-29,Engineer,22
1999-06-29,Senior Engineer,23
1999-06-29,Senior Staff,20
1999-06-29,Staff,16
1999-06-29,Technique Leader,3
1999-06-30,Engineer,25
1999-06-30,Senior Engineer,26
1999-06-30,Senior Staff,19
1999-06-30,Staff,18
1999-06-30,Technique Leader,4
1999-07-01,Assistant Engineer,3
1999-07-01,Engineer,27
1999-07-01,Senior Engineer,19
1999-07-01,Senior Staff,24
1999-07-01,Staff,17
1999-07-01,Technique Leader,5
1999-07-02,Assistant Engineer,3
1999-07-02,Engineer,32
1999-07-02,Senior Engineer,30
1999-07-02,Senior Staff,20
1999-07-02,Staff,14
1999-07-02,Technique Leader,2
1999-07-03,Assistant Engineer,1
1999-07-03,Engineer,18
1999-07-03,Senior Engineer,25
1999-07-03,Senior Staff,23
1999-07-03,Staff,16
1999-07-03,Technique Leader,1
1999-07-04,Assistant Engineer,4
1999-07-04,Engineer,28
1999-07-04,Senior Engineer,26
1999-07-04,Senior Staff,26
1999-07-04,Staff,26
1999-07-04,Technique Leader,5
1999-07-05,Engineer,23
1999-07-05,Senior Engineer,30
1999-07-05,Senior Staff,23
1999-07-05,Staff,19
1999-07-05,Technique Leader,2
1999-07-06,Assistant Engineer,2
1999-07-06,Engineer,20
1999-07-06,Senior Engineer,21
1999-07-06,Senior Staff,24
1999-07-06,Staff,19
1999-07-06,Technique Leader,5
1999-07-07,Assistant Engineer,4
1999-07-07,Engineer,25
1999-07-07,Senior Engineer,23
1999-07-07,Senior Staff,28
1999-07-07,Staff,21
1999-07-07,Technique Leader,2
1999-07-08,Assistant Engineer,3
1999-07-08,Engineer,14
1999-07-08,Senior Engineer,17
1999-07-08,Senior Staff,27
1999-07-08,Staff,20
1999-07-08,Technique Leader,5
1999-07-09,Assistant Engineer,3
1999-07-09,Engineer,17
1999-07-09,Senior Engineer,23
1999-07-09,Senior Staff,29
1999-07-09,Staff,22
1999-07-09,Technique Leader,3
1999-07-10,Assistant Engineer,2
1999-07-10,Engineer,16
1999-07-10,Senior Engineer,20
1999-07-10,Senior Staff,18
1999-07-10,Staff,21
1999-07-10,Technique Leader,4
1999-07-11,Assistant Engineer,2
1999-07-11,Engineer,23
1999-07-11,Senior Engineer,17
1999-07-11,Senior Staff,26
1999-07-11,Staff,20
1999-07-11,Technique Leader,6
1999-07-12,Assistant Engineer,3
1999-07-12,Engineer,29
1999-07-12,Senior Engineer,29
1999-07-12,Senior Staff,14
1999-07-12,Staff,23
1999-07-12,Technique Leader,2
1999-07-13,Assistant Engineer,2
1999-07-13,Engineer,23
1999-07-13,Senior Engineer,24
1999-07-13,Senior Staff,20
1999-07-13,Staff,24
1999-07-13,Technique Leader,2
1999-07-14,Assistant Engineer,5
1999-07-14,Engineer,16
1999-07-14,Senior Engineer,28
1999-07-14,Senior Staff,24
1999-07-14,Staff,12
1999-07-14,Technique Leader,5
1999-07-15,Assistant Engineer,4
1999-07-15,Engineer,20
1999-07-15,Senior Engineer,30
1999-07-15,Senior Staff,18
1999-07-15,Staff,31
1999-07-15,Technique Leader,4
1999-07-16,Assistant Engineer,6
1999-07-16,Engineer,25
1999-07-16,Senior Engineer,24
1999-07-16,Senior Staff,20
1999-07-16,Staff,26
1999-07-16,Technique Leader,1
1999-07-17,Assistant Engineer,1
1999-07-17,Engineer,23
1999-07-17,Senior Engineer,17
1999-07-17,Senior Staff,15
1999-07-17,Staff,20
1999-07-17,Technique Leader,1
1999-07-18,Assistant Engineer,1
1999-07-18,Engineer,15
1999-07-18,Senior Engineer,25
1999-07-18,Senior Staff,27
1999-07-18,Staff,21
1999-07-18,Technique Leader,4
1999-07-19,Engineer,29
1999-07-19,Senior Engineer,25
1999-07-19,Senior Staff,21
1999-07-19,Staff,18
1999-07-19,Technique Leader,2
1999-07-20,Assistant Engineer,7
1999-07-20,Engineer,18
1999-07-20,Senior Engineer,26
1999-07-20,Senior Staff,22
1999-07-20,Staff,21
1999-07-20,Technique Leader,6
1999-07-21,Engineer,19
1999-07-21,Senior Engineer,28
1999-07-21,Senior Staff,23
1999-07-21,Staff,17
1999-07-21,Technique Leader,6
1999-07-22,Assistant Engineer,4
1999-07-22,Engineer,27
1999-07-22,Senior Engineer,18
1999-07-22,Senior Staff,20
1999-07-22,Staff,17
1999-07-22,Technique Leader,7
1999-07-23,Assistant Engineer,2
1999-07-23,Engineer,20
1999-07-23,Senior Engineer,31
1999-07-23,Senior Staff,24
1999-07-23,Staff,23
1999-07-23,Technique Leader,1
1999-07-24,Engineer,23
1999-07-24,Senior Engineer,25
1999-07-24,Senior Staff,23
1999-07-24,Staff,15
1999-07-24,Technique Leader,3
1999-07-25,Assistant Engineer,2
1999-07-25,Engineer,26
1999-07-25,Senior Engineer,19
1999-07-25,Senior Staff,24
1999-07-25,Staff,24
1999-07-25,Technique Leader,4
1999-07-26,Assistant Engineer,4
1999-07-26,Engineer,19
1999-07-26,Senior Engineer,21
1999-07-26,Senior Staff,17
1999-07-26,Staff,26
1999-07-26,Technique Leader,2
1999-07-27,Assistant Engineer,3
1999-07-27,Engineer,27
1999-07-27,Senior Engineer,20
1999-07-27,Senior Staff,23
1999-07-27,Staff,23
1999-07-27,Technique Leader,2
1999-07-28,Assistant Engineer,1
1999-07-28,Engineer,15
1999-07-28,Senior Engineer,34
1999-07-28,Senior Staff,28
1999-07-28,Staff,19
1999-07-28,Technique Leader,2
1999-07-29,Assistant Engineer,1
1999-07-29,Engineer,18
1999-07-29,Senior Engineer,20
1999-07-29,Senior Staff,15
1999-07-29,Staff,23
1999-07-29,Technique Leader,4
1999-07-30,Assistant Engineer,4
1999-07-30,Engineer,18
1999-07-30,Senior Engineer,28
1999-07-30,Senior Staff,18
1999-07-30,Staff,20
1999-07-30,Technique Leader,5
1999-07-31,Assistant Engineer,6
1999-07-31,Engineer,16
1999-07-31,Senior Engineer,20
1999-07-31,Senior Staff,15
1999-07-31,Staff,17
1999-07-31,Technique Leader,2
1999-08-01,Assistant Engineer,3
1999-08-01,Engineer,21
1999-08-01,Senior Engineer,27
1999-08-01,Senior Staff,23
1999-08-01,Staff,12
1999-08-01,Technique Leader,5
1999-08-02,Assistant Engineer,4
1999-08-02,Engineer,22
1999-08-02,Senior Engineer,23
1999-08-02,Senior Staff,16
1999-08-02,Staff,30
1999-08-02,Technique Leader,2
1999-08-03,Assistant Engineer,6
1999-08-03,Engineer,20
1999-08-03,Senior Engineer,18
1999-08-03,Senior Staff,21
1999-08-03,Staff,23
1999-08-03,Technique Leader,5
1999-08-04,Assistant Engineer,1
1999-08-04,Engineer,26
1999-08-04,Senior Engineer,18
1999-08-04,Senior Staff,24
1999-08-04,Staff,18
1999-08-04,Technique Leader,4
1999-08-05,Assistant Engineer,5
1999-08-05,Engineer,26
1999-08-05,Senior Engineer,26
1999-08-05,Senior Staff,25
1999-08-05,Staff,16
1999-08-05,Technique Leader,3
1999-08-06,Assistant Engineer,2
1999-08-06,Engineer,18
1999-08-06,Senior Engineer,18
1999-08-06,Senior Staff,23
1999-08-06,Staff,26
1999-08-06,Technique Leader,1
1999-08-07,Assistant Engineer,5
1999-08-07,Engineer,18
1999-08-07,Senior Engineer,27
1999-08-07,Senior Staff,17
1999-08-07,Staff,25
1999-08-07,Technique Leader,2
1999-08-08,Assistant Engineer,5
1999-08-08,Engineer,22
1999-08-08,Senior Engineer,22
1999-08-08,Senior Staff,23
1999-08-08,Staff,19
1999-08-08,Technique Leader,2
1999-08-09,Assistant Engineer,2
1999-08-09,Engineer,18
1999-08-09,Senior Engineer,18
1999-08-09,Senior Staff,24
1999-08-09,Staff,19
1999-08-09,Technique Leader,3
1999-08-10,Assistant Engineer,3
1999-08-10,Engineer,26
1999-08-10,Senior Engineer,27
1999-08-10,Senior Staff,19
1999-08-10,Staff,26
1999-08-10,Technique Leader,1
1999-08-11,Engineer,23
1999-08-11,Senior Engineer,30
1999-08-11,Senior Staff,18
1999-08-11,Staff,18
1999-08-11,Technique Leader,2
1999-08-12,Assistant Engineer,4
1999-08-12,Engineer,12
1999-08-12,Senior Engineer,21
1999-08-12,Senior Staff,25
1999-08-12,Staff,23
1999-08-12,Technique Leader,1
1999-08-13,Assistant Engineer,6
1999-08-13,Engineer,22
1999-08-13,Senior Engineer,21
1999-08-13,Senior Staff,14
1999-08-13,Staff,20
1999-08-13,Technique Leader,2
1999-08-14,Engineer,18
1999-08-14,Senior Engineer,19
1999-08-14,Senior Staff,18
1999-08-14,Staff,12
1999-08-14,Technique Leader,3
1999-08-15,Assistant Engineer,3
1999-08-15,Engineer,22
1999-08-15,Senior Engineer,21
1999-08-15,Senior Staff,19
1999-08-15,Staff,21
1999-08-15,Technique Leader,8
1999-08-16,Engineer,30
1999-08-16,Senior Engineer,16
1999-08-16,Senior Staff,26
1999-08-16,Staff,20
1999-08-16,Technique Leader,1
1999-08-17,Assistant Engineer,4
1999-08-17,Engineer,26
1999-08-17,Senior Engineer,27
1999-08-17,Senior Staff,20
1999-08-17,Staff,23
1999-08-17,Technique Leader,1
1999-08-18,Assistant Engineer,3
1999-08-18,Engineer,27
1999-08-18,Senior Engineer,16
1999-08-18,Senior Staff,32
1999-08-18,Staff,19
1999-08-18,Technique Leader,2
1999-08-19,Assistant Engineer,3
1999-08-19,Engineer,20
1999-08-19,Senior Engineer,25
1999-08-19,Senior Staff,29
1999-08-19,Staff,11
1999-08-19,Technique Leader,4
1999-08-20,Assistant Engineer,2
1999-08-20,Engineer,19
1999-08-20,Senior Engineer,29
1999-08-20,Senior Staff,22
1999-08-20,Staff,27
1999-08-20,Technique Leader,2
1999-08-21,Assistant Engineer,1
1999-08-21,Engineer,24
1999-08-21,Senior Engineer,28
1999-08-21,Senior Staff,33
1999-08-21,Staff,19
1999-08-21,Technique Leader,5
1999-08-22,Assistant Engineer,1
1999-08-22,Engineer,27
1999-08-22,Senior Engineer,24
1999-08-22,Senior Staff,23
1999-08-22,Staff,16
1999-08-22,Technique Leader,1
1999-08-23,Assistant Engineer,3
1999-08-23,Engineer,14
1999-08-23,Senior Engineer,38
1999-08-23,Senior Staff,32
1999-08-23,Staff,15
1999-08-23,Technique Leader,2
1999-08-24,Assistant Engineer,1
1999-08-24,Engineer,19
1999-08-24,Senior Engineer,21
1999-08-24,Senior Staff,24
1999-08-24,Staff,22
1999-08-24,Technique Leader,2
1999-08-25,Assistant Engineer,3
1999-08-25,Engineer,25
1999-08-25,Senior Engineer,17
